id,name,dob,contract_until,position,jersey_number,market_value,nationality,team_id
1719,Óliver Torres,1994-11-10,2017-12-31,Attacking Midfield,30.0,"14,000,000 €",Spain,75
1720,Juan Quintero,1993-01-18,2021-06-30,Attacking Midfield,NaN,"6,000,000 €",Colombia,75
1721,Otávio,1995-02-09,2019-06-30,Left Wing,25.0,"4,000,000 €",Brazil,75
1722,Evandro,1986-08-23,2018-06-30,Attacking Midfield,15.0,"2,000,000 €",Brazil,75
1723,Yacine Brahimi,1990-02-08,2019-06-30,Left Wing,8.0,"20,000,000 €",Algeria,75
1724,Vincent Aboubakar,1992-01-22,2018-06-30,Centre Forward,26.0,"10,500,000 €",Cameroon,75
1725,Miguel Layún,1988-06-25,,Left-Back,21.0,"10,000,000 €",Mexico,75
1726,Iker Casillas,1981-05-20,2017-06-30,Keeper,1.0,"3,000,000 €",Spain,75
1727,Nabil Ghilas,1990-04-20,2017-06-30,Centre Forward,19.0,"1,800,000 €",Algeria,75
1728,Alberto Bueno,1988-03-20,2020-06-30,Secondary Striker,23.0,"4,000,000 €",Spain,75
1729,José Sá,1993-01-17,2020-06-30,Keeper,12.0,"1,250,000 €",Portugal,75
1730,Danilo Pereira,1991-09-09,2019-06-30,Defensive Midfield,22.0,"14,000,000 €",Portugal,75
1731,André André,1989-08-26,2019-06-30,Attacking Midfield,20.0,"8,000,000 €",Portugal,75
1732,Sérgio Oliveira,1992-06-02,2020-06-30,Central Midfield,3.0,"2,500,000 €",Portugal,75
1733,Diogo Jota,1996-12-04,2017-06-30,Left Wing,18.0,"7,000,000 €",Portugal,75
1734,Laurent Depoitre,1988-12-07,2020-06-30,Centre Forward,9.0,"6,500,000 €",Belgium,75
1735,Adrián López,1988-01-08,2019-06-30,Secondary Striker,11.0,"4,000,000 €",Spain,75
1736,Jesús Corona,1993-01-06,2020-06-30,Right Wing,17.0,"10,000,000 €",Mexico,75
1737,André Silva,1995-11-06,2021-06-30,Centre Forward,10.0,"4,000,000 €",Portugal,75
1738,João Teixeira,1993-01-18,2020-06-30,Attacking Midfield,18.0,"1,000,000 €",Portugal,75
1739,João Costa,1996-02-02,2018-06-30,Keeper,24.0,"50,000 €",Portugal,75
1740,Chidozie,1997-01-01,2020-06-30,Centre Back,33.0,"2,000,000 €",Nigeria,75
1741,Ezequiel Schelotto,1989-05-23,2019-06-30,Right-Back,2.0,"4,000,000 €",Italy,78
1742,Sebastián Coates,1990-10-07,2017-06-30,Centre Back,13.0,"5,000,000 €",Uruguay,78
1743,Rui Patrício,1988-02-15,2022-06-30,Keeper,1.0,"16,000,000 €",Portugal,78
1744,Paulo Oliveira,1992-01-08,2019-06-30,Centre Back,15.0,"5,000,000 €",Portugal,78
1745,Jefferson,1988-07-05,2020-06-30,Left-Back,4.0,"6,500,000 €",Brazil,78
1746,Ricardo Esgaio,1993-05-16,2022-06-30,Right-Back,47.0,"2,500,000 €",Portugal,78
1747,William Carvalho,1992-04-07,2020-06-30,Defensive Midfield,14.0,"30,000,000 €",Portugal,78
1748,Adrien Silva,1989-03-15,2020-06-30,Central Midfield,23.0,"20,000,000 €",Portugal,78
1749,Carlos Mané,1994-03-11,2020-06-30,Right Wing,36.0,"4,500,000 €",Portugal,78
1750,Azbe Jug,1992-03-03,2020-06-30,Keeper,26.0,"500,000 €",Slovenia,78
1751,Beto,1982-05-01,2018-06-30,Keeper,13.0,"1,500,000 €",Portugal,78
1752,João Pereira,1984-02-25,2017-06-30,Right-Back,21.0,"1,500,000 €",Portugal,78
1753,Ewerton,1989-03-23,2019-06-30,Centre Back,5.0,"2,750,000 €",Brazil,78
1754,Marvin Zeegelaar,1990-08-12,2020-06-30,Left-Back,31.0,"4,000,000 €",Netherlands,78
1755,Iuri Medeiros,1994-07-10,2022-06-30,Right Wing,45.0,"5,000,000 €",Portugal,78
1756,Naldo,1988-08-25,2019-06-30,Centre Back,44.0,"3,750,000 €",Brazil,78
1757,Wallyson Mallmann,1994-02-16,2021-06-30,Central Midfield,NaN,"1,250,000 €",Brazil,78
1758,Bruno Paulista,1995-08-21,2021-06-30,Defensive Midfield,30.0,"2,000,000 €",Brazil,78
1759,Zakaria Labyad,1993-03-09,2017-06-30,Attacking Midfield,NaN,"2,000,000 €",Morocco,78
1760,Gelson Martins,1995-05-11,2021-06-30,Right Wing,77.0,"6,000,000 €",Portugal,78
1761,Rúben Semedo,1994-04-04,2022-06-30,Centre Back,35.0,"3,500,000 €",Portugal,78
1762,Bruno César,1988-11-03,2020-06-30,Left Wing,11.0,"3,500,000 €",Brazil,78
1763,Radosav Petrovic,1989-03-08,2020-06-30,Defensive Midfield,8.0,"2,000,000 €",Serbia,78
1764,Bryan Ruíz,1985-08-18,2018-06-30,Left Wing,10.0,"7,500,000 €",Costa Rica,78
1765,Joel Campbell,1992-06-26,2017-06-30,Right Wing,7.0,"8,000,000 €",Costa Rica,78
1766,Marcelo Meli,1992-06-20,2017-06-30,Central Midfield,17.0,"3,000,000 €",Argentina,78
1767,Alan Ruiz,1993-08-19,2020-06-30,Secondary Striker,99.0,"4,000,000 €",Argentina,78
1768,Daniel Podence,1995-10-21,2021-06-30,Secondary Striker,56.0,"1,500,000 €",Portugal,78
1769,André,1990-09-27,2019-06-30,Centre Forward,NaN,"4,000,000 €",Brazil,78
1770,Lukas Spalvis,1994-07-27,2022-06-30,Centre Forward,33.0,"2,000,000 €",Lithuania,78
1771,Niklas Lomb,1993-07-28,2017-06-30,Keeper,36.0,"400,000 €",Germany,79
1772,Joel Pohjanpalo,1994-09-13,2018-06-30,Centre Forward,17.0,"1,000,000 €",Finland,79
1773,Robbie Kruse,1988-10-05,2017-06-30,Right Wing,27.0,"800,000 €",Australia,79
1774,Kevin Volland,1992-07-30,2021-06-30,Centre Forward,31.0,"20,000,000 €",Germany,79
1775,Ramazan Özcan,1984-06-28,2019-06-30,Keeper,28.0,"1,250,000 €",Austria,79
1776,Danny da Costa,1993-07-13,2018-06-30,Right-Back,23.0,"1,750,000 €",Germany,79
1777,Bernd Leno,1992-03-04,2018-06-30,Keeper,1.0,"16,000,000 €",Germany,79
1778,Ömer Toprak,1989-07-21,2018-06-30,Centre Back,21.0,"20,000,000 €",Turkey,79
1779,Tin Jedvaj,1995-11-28,2020-06-30,Right-Back,16.0,"8,000,000 €",Croatia,79
1780,Jonathan Tah,1996-02-11,2020-06-30,Centre Back,4.0,"16,000,000 €",Germany,79
1781,Lukas Boeder,1997-04-18,2018-06-30,Centre Back,33.0,"150,000 €",Germany,79
1782,Wendell,1993-07-20,2021-06-30,Left-Back,18.0,"15,000,000 €",Brazil,79
1783,Roberto Hilbert,1984-10-16,2017-06-30,Right-Back,13.0,"1,500,000 €",Germany,79
1784,Lars Bender,1989-04-27,2019-06-30,Defensive Midfield,8.0,"18,000,000 €",Germany,79
1785,Charles Aránguiz,1989-04-17,2020-06-30,Central Midfield,20.0,"12,000,000 €",Chile,79
1786,Hakan Calhanoglu,1994-02-08,2019-06-30,Attacking Midfield,10.0,"18,000,000 €",Turkey,79
1787,Vladlen Yurchenko,1994-01-22,2018-06-30,Central Midfield,35.0,"500,000 €",Ukraine,79
1788,Benjamin Henrichs,1997-02-23,2020-06-30,Right-Back,39.0,"1,250,000 €",Germany,79
1789,Julian Brandt,1996-05-02,2019-06-30,Left Wing,19.0,"16,000,000 €",Germany,79
1790,Karim Bellarabi,1990-04-08,2021-06-30,Right Wing,38.0,"22,000,000 €",Germany,79
1791,Kevin Kampl,1990-10-09,2020-06-30,Central Midfield,44.0,"12,000,000 €",Slovenia,79
1792,Admir Mehmedi,1991-03-16,2019-06-30,Left Wing,14.0,"5,000,000 €",Switzerland,79
1793,Chicharito,1988-06-01,2018-06-30,Centre Forward,7.0,"22,000,000 €",Mexico,79
1794,Stefan Kießling,1984-01-25,2018-06-30,Centre Forward,11.0,"4,000,000 €",Germany,79
1795,Julian Baumgartlinger,1988-01-02,2020-06-30,Defensive Midfield,15.0,"6,000,000 €",Austria,79
1796,Aleksandar Dragovic,1991-03-06,2021-06-30,Centre Back,6.0,"15,000,000 €",Austria,79
1797,Joel Abu Hanna,1998-01-22,2019-06-30,Centre Back,22.0,"100,000 €",Germany,79
1798,Kai Havertz,1999-06-11,2017-06-30,Central Midfield,29.0,"100,000 €",Germany,79
1799,Sam Schreck,1999-01-29,2018-06-30,Attacking Midfield,30.0,"100,000 €",Germany,79
1800,Igor Akinfeev,1986-04-08,2019-06-30,Keeper,35.0,,Russia,80
1801,Sergey Chepchugov,1985-07-15,2016-06-30,Keeper,1.0,,Russia,80
1802,Vasili Berezutski,1982-06-20,2016-06-30,Centre Back,24.0,,Russia,80
1803,Aleksey Berezutski,1982-06-20,2016-06-30,Centre Back,6.0,,Russia,80
1804,Sergey Ignashevich,1979-07-14,2016-06-30,Centre Back,4.0,,Russia,80
1805,Georgi Schennikov,1991-04-27,2017-12-31,Left-Back,42.0,,Russia,80
1806,Mário Fernandes,1990-09-19,2019-06-30,Right-Back,2.0,,Brazil,80
1807,Kirill Nababkin,1986-09-08,2017-06-30,Right-Back,14.0,,Russia,80
1808,Pontus Wernbloom,1986-06-25,2018-06-30,Defensive Midfield,3.0,,Sweden,80
1809,Bibras Natcho,1988-02-18,2018-06-30,Central Midfield,66.0,,Israel,80
1810,Aleksandrs Cauna,1988-01-19,2016-06-30,Defensive Midfield,19.0,,Latvia,80
1811,Alan Dzagoev,1990-06-17,2019-06-30,Attacking Midfield,10.0,,Russia,80
1812,Roman Eremenko,1987-03-19,2018-06-30,Attacking Midfield,25.0,,Finland,80
1813,Georgi Milanov,1992-02-19,2018-06-30,Attacking Midfield,23.0,,Bulgaria,80
1814,Zoran Tosic,1987-04-28,2017-06-30,Right Wing,7.0,,Serbia,80
1815,Kirill Panchenko,1989-10-16,2019-06-30,Secondary Striker,8.0,,Russia,80
1816,Viktor Vasin,1988-10-06,2016-06-30,Centre Back,5.0,,Russia,80
1817,Aleksandr Golovin,1996-05-30,2017-06-30,Central Midfield,60.0,,Russia,80
1818,Amir Natcho,1996-07-09,2016-06-30,Attacking Midfield,20.0,,Russia,80
1819,Tobias Strobl,1990-05-12,2020-06-30,Defensive Midfield,5.0,"2,000,000 €",Germany,81
1820,Jannik Vestergaard,1992-08-03,2021-06-30,Centre Back,4.0,"10,000,000 €",Denmark,81
1821,Christoph Kramer,1991-02-19,2021-06-30,Defensive Midfield,6.0,"12,000,000 €",Germany,81
1822,Jonas Hofmann,1992-07-14,2020-06-30,Right Wing,23.0,"5,000,000 €",Germany,81
1823,Yann Sommer,1988-12-17,2019-06-30,Keeper,1.0,"10,000,000 €",Switzerland,81
1824,Tobias Sippel,1988-03-22,2018-06-30,Keeper,21.0,"1,000,000 €",Germany,81
1825,Christofer Heimeroth,1981-08-01,2017-06-30,Keeper,33.0,"150,000 €",Germany,81
1826,Álvaro Domínguez,1989-05-16,2017-06-30,Centre Back,18.0,"6,000,000 €",Spain,81
1827,Tony Jantschke,1990-04-07,2018-06-30,Centre Back,24.0,"6,000,000 €",Germany,81
1828,Nico Elvedi,1996-09-30,2019-06-30,Centre Back,30.0,"5,000,000 €",Switzerland,81
1829,Andreas Christensen,1996-04-10,2017-06-30,Centre Back,3.0,"14,000,000 €",Denmark,81
1830,Oscar Wendt,1985-10-24,2018-06-30,Left-Back,17.0,"4,500,000 €",Sweden,81
1831,Nico Schulz,1993-04-01,2019-06-30,Left-Back,14.0,"3,000,000 €",Germany,81
1832,Julian Korb,1992-03-21,2018-06-30,Right-Back,27.0,"4,500,000 €",Germany,81
1833,Marvin Schulz,1995-01-15,2018-06-30,Centre Back,15.0,"750,000 €",Germany,81
1834,Lars Stindl,1988-08-26,2020-06-30,Secondary Striker,13.0,"11,000,000 €",Germany,81
1835,Mahmoud Dahoud,1996-01-01,2018-06-30,Central Midfield,8.0,"15,000,000 €",Germany,81
1836,Thorgan Hazard,1993-03-29,2019-06-30,Attacking Midfield,10.0,"8,500,000 €",Belgium,81
1837,Fabian Johnson,1987-12-11,2018-06-30,Left Wing,19.0,"7,000,000 €",United States,81
1838,Ibrahima Traoré,1988-04-21,2018-06-30,Right Wing,16.0,"5,500,000 €",Guine,81
1839,Patrick Herrmann,1991-02-12,2019-06-30,Right Wing,7.0,"12,000,000 €",Germany,81
1840,André Hahn,1990-08-13,2018-06-30,Centre Forward,28.0,"7,500,000 €",Germany,81
1841,Raffael,1985-03-28,2019-06-30,Centre Forward,11.0,"8,000,000 €",Brazil,81
1842,Josip Drmic,1992-08-08,2019-06-30,Centre Forward,9.0,"4,000,000 €",Switzerland,81
1843,Moritz Nicolas,1997-10-21,2017-06-30,Keeper,35.0,"100,000 €",Germany,81
1844,Mamadou Doucouré,1998-05-21,2021-06-30,Centre Back,29.0,"500,000 €",France,81
1845,Tsiy William Ndenge,1997-06-13,2019-06-30,Defensive Midfield,26.0,"100,000 €",Germany,81
1846,Djibril Sow,1997-02-06,2020-06-30,Central Midfield,20.0,"1,000,000 €",Switzerland,81
1847,Lászlo Bénes,1997-09-09,2021-06-30,Attacking Midfield,22.0,"1,500,000 €",Slovakia,81
1848,Morgan De Sanctis,1977-03-26,2017-06-30,Keeper,16.0,"500,000 €",Italy,82
1849,Kamil Glik,1988-02-03,2020-06-30,Centre Back,25.0,"11,000,000 €",Poland,82
1850,Danijel Subasic,1984-10-27,2019-06-30,Keeper,1.0,"5,000,000 €",Croatia,82
1851,Seydou Sy,1995-12-12,2017-06-30,Keeper,30.0,"150,000 €",Senegal,82
1852,Abdou Diallo,1996-05-04,2017-06-30,Centre Back,34.0,"1,200,000 €",France,82
1853,Almamy Touré,1996-04-28,2019-06-30,Right-Back,38.0,"2,500,000 €",Mali,82
1854,Fabinho,1993-10-23,2019-06-30,Right-Back,2.0,"16,000,000 €",Brazil,82
1855,Andrea Raggi,1984-06-24,2018-06-30,Centre Back,24.0,"1,500,000 €",Italy,82
1856,Tiemoué Bakayoko,1994-08-17,2019-06-30,Defensive Midfield,14.0,"4,500,000 €",France,82
1857,Abdou Aziz Thiam,1997-01-15,2017-06-30,Defensive Midfield,37.0,"150,000 €",France,82
1858,João Moutinho,1986-09-08,2018-06-30,Central Midfield,8.0,"18,000,000 €",Portugal,82
1859,Bernardo Silva,1994-08-10,2020-06-30,Right Wing,10.0,"16,000,000 €",Portugal,82
1860,Nabil Dirar,1986-02-25,2018-06-30,Right Wing,7.0,"2,500,000 €",Morocco,82
1861,Valère Germain,1990-04-17,2018-06-30,Centre Forward,18.0,"7,000,000 €",France,82
1862,Djibril Sidibé,1992-07-29,2021-06-30,Right-Back,19.0,"10,000,000 €",France,82
1863,Thomas Lemar,1995-11-12,2020-06-30,Attacking Midfield,27.0,"12,000,000 €",France,82
1864,Benjamin Mendy,1994-07-17,2021-06-30,Left-Back,23.0,"9,000,000 €",France,82
1865,Adama Traoré,1995-06-28,2020-06-30,Central Midfield,20.0,"7,000,000 €",Mali,82
1866,Corentin Jean,1995-07-15,2020-06-30,Centre Forward,28.0,"3,500,000 €",France,82
1867,Gabriel Boschilia,1996-03-05,2020-06-30,Attacking Midfield,26.0,"4,000,000 €",Brazil,82
1868,Guido Carrillo,1991-05-25,2020-06-30,Centre Forward,11.0,"5,500,000 €",Argentina,82
1869,Quentin N'Gakoutou,1994-05-10,2017-06-30,Centre Forward,NaN,"300,000 €",France,82
1870,Jemerson,1992-08-24,2020-06-30,Centre Back,5.0,"10,000,000 €",Brazil,82
1871,Loïc Badiashile,1998-02-05,2018-06-30,Keeper,40.0,"150,000 €",France,82
1872,Kévin N'Doram,1996-01-22,2020-06-30,Centre Back,35.0,"150,000 €",France,82
1873,Kylian Mbappé,1998-12-20,2019-06-30,Left Wing,29.0,"1,500,000 €",France,82
1874,Yhoan Andzouana,1996-12-13,2019-06-30,Left Wing,31.0,"150,000 €",Congo,82
1875,Falcao,1986-02-10,2018-06-30,Centre Forward,9.0,"15,000,000 €",Colombia,82
1876,Claudio Pizarro,1978-10-03,2017-06-30,Centre Forward,14.0,"1,000,000 €",Peru,83
1877,Izet Hajrovic,1991-08-04,2018-06-30,Right Wing,15.0,"1,000,000 €",Bosnia-Herzegovina,83
1878,Lennart Thy,1992-02-25,2019-06-30,Centre Forward,11.0,"1,000,000 €",Germany,83
1879,Milos Veljkovic,1995-09-26,2019-06-30,Defensive Midfield,13.0,"500,000 €",Serbia,83
1880,Lamine Sané,1987-03-22,2019-06-30,Centre Back,26.0,"4,000,000 €",Senegal,83
1881,Sambou Yatabaré,1989-03-02,2019-06-30,Central Midfield,5.0,"2,500,000 €",Mali,83
1882,Fallou Diagne,1989-08-14,2019-06-30,Centre Back,21.0,"2,000,000 €",Senegal,83
1883,Niklas Moisander,1985-09-29,2019-06-30,Centre Back,18.0,"2,000,000 €",Finland,83
1884,Jaroslav Drobny,1979-10-18,2017-06-30,Keeper,33.0,"500,000 €",Czech Republic,83
1885,Luca Caldirola,1991-02-01,2017-06-30,Centre Back,3.0,"3,000,000 €",Italy,83
1886,Felix Wiedwald,1990-03-15,2017-06-30,Keeper,42.0,"2,500,000 €",Germany,83
1887,Raphael Wolf,1988-06-06,2017-06-30,Keeper,1.0,"500,000 €",Germany,83
1888,Michael Zetterer,1995-07-12,2018-06-30,Keeper,30.0,"300,000 €",Germany,83
1889,Santiago García,1988-07-08,2017-06-30,Left-Back,2.0,"3,000,000 €",Argentina,83
1890,Janek Sternberg,1992-10-19,2017-06-30,Left-Back,37.0,"500,000 €",Germany,83
1891,Ulisses Garcia,1996-01-11,2019-06-30,Left-Back,20.0,"1,000,000 €",Switzerland,83
1892,Theodor Gebre Selassie,1986-12-24,2018-06-30,Right-Back,23.0,"2,750,000 €",Czech Republic,83
1893,Philipp Bargfrede,1989-03-03,2018-06-30,Defensive Midfield,44.0,"1,500,000 €",Germany,83
1894,Lukas Fröde,1995-01-23,2017-06-30,Defensive Midfield,39.0,"400,000 €",Germany,83
1895,Clemens Fritz,1980-12-07,2017-06-30,Central Midfield,8.0,"750,000 €",Germany,83
1896,Zlatko Junuzovic,1987-09-26,2018-06-30,Attacking Midfield,16.0,"7,000,000 €",Austria,83
1897,Fin Bartels,1987-02-07,2019-06-30,Right Wing,22.0,"3,000,000 €",Germany,83
1898,Maximilian Eggestein,1996-12-08,2018-06-30,Attacking Midfield,35.0,"500,000 €",Germany,83
1899,Florian Grillitsch,1995-08-07,2017-06-30,Defensive Midfield,27.0,"4,000,000 €",Austria,83
1900,Aron Jóhannsson,1990-11-10,2019-06-30,Centre Forward,9.0,"2,500,000 €",United States,83
1901,Melvyn Lorenzen,1994-11-26,2017-06-30,Left Wing,28.0,"400,000 €",Uganda,83
1902,Robert Bauer,1995-04-09,2020-06-30,Right-Back,4.0,"2,000,000 €",Germany,83
1903,Max Kruse,1988-03-19,2019-06-30,Secondary Striker,10.0,"8,000,000 €",Germany,83
1904,Serge Gnabry,1995-07-14,2020-06-30,Left Wing,29.0,"2,500,000 €",Germany,83
1905,Thanos Petsos,1991-06-05,2019-06-30,Defensive Midfield,25.0,"1,500,000 €",Greece,83
1906,Florian Kainz,1992-10-24,2020-06-30,Left Wing,7.0,"4,500,000 €",Austria,83
1907,Justin Eilers,1988-06-13,2019-06-30,Right Wing,17.0,"750,000 €",Germany,83
1908,Johannes Eggestein,1998-05-08,2019-06-30,Centre Forward,24.0,"400,000 €",Germany,83
1909,Georg Teigl,1991-02-09,2020-06-30,Right-Back,28.0,"750,000 €",Austria,84
1910,Andreas Luthe,1987-03-10,2020-06-30,Keeper,1.0,"500,000 €",Germany,84
1911,Alfred Finnbogason,1989-02-01,2020-06-30,Centre Forward,27.0,"5,000,000 €",Iceland,84
1912,Marwin Hitz,1987-09-18,2018-06-30,Keeper,35.0,"4,500,000 €",Switzerland,84
1913,Ioannis Gelios,1992-04-24,2018-06-30,Keeper,24.0,"100,000 €",Greece,84
1914,Jan-Ingwer Callsen-Bracker,1984-09-23,2017-06-30,Centre Back,18.0,"1,500,000 €",Germany,84
1915,Christoph Janker,1985-02-14,2017-06-30,Centre Back,16.0,"300,000 €",Germany,84
1916,Tim Rieder,1993-09-03,2017-06-30,Centre Back,40.0,"100,000 €",Germany,84
1917,Konstantinos Stafylidis,1993-12-02,2017-06-30,Left-Back,3.0,"2,500,000 €",Greece,84
1918,Philipp Max,1993-09-30,2017-06-30,Left-Back,31.0,"3,500,000 €",Germany,84
1919,Daniel Opare,1990-10-18,2018-06-30,Right-Back,4.0,"1,500,000 €",Ghana,84
1920,Paul Verhaegh,1983-09-01,2018-06-30,Right-Back,2.0,"1,750,000 €",Netherlands,84
1921,Raphael Framberger,1995-09-06,2017-06-30,Right-Back,32.0,"100,000 €",Germany,84
1922,Daniel Baier,1984-05-18,2018-06-30,Defensive Midfield,10.0,"2,000,000 €",Germany,84
1923,Marco Schuster,1995-10-10,2017-06-30,Defensive Midfield,29.0,"100,000 €",Germany,84
1924,Dominik Kohr,1994-01-31,2019-06-30,Central Midfield,21.0,"3,500,000 €",Germany,84
1925,Markus Feulner,1982-02-12,2017-06-30,Central Midfield,8.0,"500,000 €",Germany,84
1926,Jan Morávek,1989-11-01,2017-06-30,Central Midfield,14.0,"750,000 €",Czech Republic,84
1927,Ja-Cheol Koo,1989-02-27,2017-06-30,Attacking Midfield,19.0,"5,500,000 €","Korea, South",84
1928,Halil Altintop,1982-12-08,2017-06-30,Attacking Midfield,7.0,"1,000,000 €",Turkey,84
1929,Caiuby,1988-07-14,2018-06-30,Left Wing,30.0,"2,500,000 €",Brazil,84
1930,Raúl Bobadilla,1987-06-18,2018-06-30,Centre Forward,25.0,"5,000,000 €",Paraguay,84
1931,Dong-Won Ji,1991-05-28,2018-06-30,Centre Forward,22.0,"1,500,000 €","Korea, South",84
1932,Jonathan Schmid,1990-06-22,2020-06-30,Right Wing,11.0,"2,500,000 €",France,84
1933,Gojko Kacar,1987-01-26,2018-06-30,Defensive Midfield,20.0,"1,250,000 €",Serbia,84
1934,Jeffrey Gouweleeuw,1991-07-10,2020-06-30,Centre Back,6.0,"3,500,000 €",Netherlands,84
1935,Martin Hinteregger,1992-09-07,2018-06-30,Centre Back,36.0,"6,000,000 €",Austria,84
1936,Takashi Usami,1992-05-06,2020-06-30,Left Wing,39.0,"2,500,000 €",Japan,84
1937,Jakub Blaszczykowski,1985-12-14,2019-06-30,Right Wing,14.0,"7,000,000 €",Poland,85
1938,Mario Gómez,1985-07-10,2019-06-30,Centre Forward,33.0,"12,000,000 €",Germany,85
1939,Daniel Didavi,1990-02-21,2021-06-30,Attacking Midfield,11.0,"7,000,000 €",Germany,85
1940,Yannick Gerhardt,1994-03-13,2021-06-30,Central Midfield,13.0,"10,000,000 €",Germany,85
1941,Diego Benaglio,1983-09-08,2019-06-30,Keeper,1.0,"3,500,000 €",Switzerland,85
1942,Koen Casteels,1992-06-25,2019-06-30,Keeper,28.0,"2,500,000 €",Belgium,85
1943,Max Grün,1987-04-05,2018-06-30,Keeper,20.0,"400,000 €",Germany,85
1944,Robin Knoche,1992-05-22,2017-06-30,Centre Back,31.0,"6,000,000 €",Germany,85
1945,Ricardo Rodríguez,1992-08-25,2019-06-30,Left-Back,34.0,"25,000,000 €",Switzerland,85
1946,Marcel Schäfer,1984-06-07,2017-06-30,Left-Back,4.0,"1,500,000 €",Germany,85
1947,Vieirinha,1986-01-24,2018-06-30,Right-Back,8.0,"6,500,000 €",Portugal,85
1948,Sebastian Jung,1990-06-22,2018-06-30,Right-Back,24.0,"3,000,000 €",Germany,85
1949,Christian Träsch,1987-09-01,2018-06-30,Right-Back,15.0,"3,500,000 €",Germany,85
1950,Luiz Gustavo,1987-07-23,2018-06-30,Defensive Midfield,22.0,"17,000,000 €",Brazil,85
1951,Josuha Guilavogui,1990-09-19,2019-06-30,Defensive Midfield,23.0,"10,000,000 €",France,85
1952,Carlos Ascues,1992-06-19,2018-06-30,Centre Back,6.0,"500,000 €",Peru,85
1953,Paul Seguin,1995-03-29,2018-06-30,Defensive Midfield,30.0,"300,000 €",Germany,85
1954,Maximilian Arnold,1994-05-27,2020-06-30,Central Midfield,27.0,"12,000,000 €",Germany,85
1955,Daniel Caligiuri,1988-01-15,2017-06-30,Right Wing,7.0,"6,500,000 €",Italy,85
1956,Ismail Azzaoui,1998-01-06,2017-06-30,Right Wing,38.0,"750,000 €",Belgium,85
1957,Jeffrey Bruma,1991-11-13,2021-06-30,Centre Back,5.0,"10,000,000 €",Netherlands,85
1958,Bruno Henrique,1990-12-30,2019-06-30,Right Wing,16.0,"2,000,000 €",Brazil,85
1959,Philipp Wollscheid,1989-03-06,2017-06-30,Centre Back,2.0,"7,500,000 €",Germany,85
1960,Phillip Menzel,1998-08-18,2021-06-30,Keeper,36.0,"100,000 €",Germany,85
1961,Robin Ziegele,1997-03-13,2018-06-30,Centre Back,40.0,"100,000 €",Germany,85
1962,Jannes Horn,1997-02-06,2020-06-30,Left-Back,21.0,"150,000 €",Germany,85
1963,Amara Conde,1997-01-06,2018-06-30,Central Midfield,29.0,"150,000 €",Germany,85
1964,Josip Brekalo,1998-06-23,2021-06-30,Left Wing,25.0,"4,000,000 €",Croatia,85
1965,Anton Donkor,1997-11-11,2020-06-30,Left Wing,35.0,"150,000 €",Germany,85
1966,Borja Mayoral,1997-04-05,2017-06-30,Centre Forward,17.0,"2,500,000 €",Spain,85
1967,Jean-Philippe Gbamin,1995-09-25,2021-06-30,Defensive Midfield,25.0,"2,500,000 €",France,86
1968,Jonas Lössl,1989-02-01,2019-06-30,Keeper,1.0,"2,500,000 €",Denmark,86
1969,José Rodríguez,1994-12-16,2020-06-30,Central Midfield,5.0,"2,250,000 €",Spain,86
1970,Emil Berggreen,1993-05-10,2019-06-30,Centre Forward,11.0,"2,000,000 €",Denmark,86
1971,Levin Öztunali,1996-03-15,2021-06-30,Attacking Midfield,8.0,"3,000,000 €",Germany,86
1972,Giulio Donati,1990-02-05,2019-06-30,Right-Back,2.0,"2,500,000 €",Italy,86
1973,André Ramalho,1992-02-16,2017-06-30,Centre Back,22.0,"2,000,000 €",Brazil,86
1974,Gianluca Curci,1985-07-12,2017-06-30,Keeper,23.0,"700,000 €",Italy,86
1975,Jannik Huth,1994-04-15,2020-06-30,Keeper,33.0,"300,000 €",Germany,86
1976,Stefan Bell,1991-08-24,2018-06-30,Centre Back,16.0,"6,000,000 €",Germany,86
1977,Niko Bungert,1986-10-24,2019-06-30,Centre Back,26.0,"2,500,000 €",Germany,86
1978,Gaëtan Bussmann,1991-02-02,2017-06-30,Left-Back,24.0,"2,500,000 €",France,86
1979,Daniel Brosinski,1988-07-17,2018-06-30,Right-Back,18.0,"2,500,000 €",Germany,86
1980,Leon Balogun,1988-06-28,2018-06-30,Centre Back,3.0,"2,000,000 €",Nigeria,86
1981,Niki Zimling,1985-04-19,2017-06-30,Defensive Midfield,NaN,"500,000 €",Denmark,86
1982,Suat Serdar,1997-04-11,2018-06-30,Central Midfield,45.0,"500,000 €",Germany,86
1983,Fabian Frei,1989-01-08,2019-06-30,Central Midfield,20.0,"3,000,000 €",Switzerland,86
1984,Danny Latza,1989-12-07,2019-06-30,Central Midfield,6.0,"3,000,000 €",Germany,86
1985,Yunus Malli,1992-02-24,2018-06-30,Attacking Midfield,10.0,"10,000,000 €",Turkey,86
1986,Pablo de Blasis,1988-02-04,2018-06-30,Left Wing,32.0,"3,000,000 €",Argentina,86
1987,Devante Parker,1996-03-16,2019-06-30,Right Wing,29.0,"400,000 €",Germany,86
1988,Yoshinori Muto,1992-07-15,2019-06-30,Centre Forward,9.0,"5,500,000 €",Japan,86
1989,Jairo Samperio,1993-07-11,2018-06-30,Left Wing,17.0,"6,000,000 €",Spain,86
1990,Jhon Córdoba,1993-05-11,2020-06-30,Centre Forward,15.0,"5,500,000 €",Colombia,86
